Comparison|||The company had a tax credit of $1.4 million|||In the year-earlier quarter, the tax credit was $3.3 million
Contingency|||The California pension fund, which has $16 billion already invested in real estate and mortgages, could be a valuable funding source for that development|||The fund is the nation's largest public employee fund, and it has a growing cash flow now topping $3 billion a year
Contingency|||Name-dropping is pervasive and getting more so as society becomes more complex and alienating|||It can be an avenue of entrance to a certain sector of society
Contingency|||Name-dropping recently helped Mr. Houston-Montgomery crash a party Fame magazine threw for 100 of the 2,809 people mentioned in the diaries of the late Andy Warhol|||I guess I might have asked Beauregard to leave, but he drops so many good names, we decided to let him stay
Contingency|||I guess I might have asked Beauregard to leave, but he drops so many good names, we decided to let him stay|||After all, Warhol was the ultimate namedropper, dropping five a day in his diaries
Contingency|||They even drop semi-obscure names like Wolfgang Flottl|||It's the one-upsmanship of name-dropping that counts
Contingency|||that Elizabeth Taylor, a client, "hates being called `Liz|||If directors or producers phone me and say they know `Liz, ' I know they've never met her
Contingency|||If directors or producers phone me and say they know `Liz, ' I know they've never met her|||She prefers `Elizabeth
Contingency|||how tycoons such as the late Jean Paul Getty, the oil billionnaire, were, in fact, known only by one initial, their last|||When you're at the club, you ask whether they've spoken to `G
Contingency|||When you're at the club, you ask whether they've spoken to `G|||Now they know who you mean and you know who you mean
Contingency|||But no one else does|||Now that's name-dropping, if you know what I mean
Contingency|||its new CCD HDTV converter will help alleviate the problem by allowing programmers and broadcasters to convert movies and television programs shot in 35mm motion-picture film into high-definition video|||Consumers will be able to switch on their HDTV sets and get all the viewing benefits the high-tech medium offers
Contingency|||And the potential market is tremendous|||If HDTV takes off in the U.S., there will be demand for some 4,000 to 5,000 HDTV converters, known in the industry as telecines
Contingency|||that Kodak's move is "a sound marketing decision|||They can't afford to stay out of HDTV
Contingency|||Ad industry executives weren't surprised by Mr. Roman's decision to leave Ogilvy|||The agency, under his direction, bitterly fought a takeover attempt by WPP Group PLC of London before succumbing in May
Contingency|||Mr. Roman appears custom-made for the American Express job|||Known as a traditional executive, he is very much in the conservative American Express mold
Contingency|||He also is close to American Express's chairman and chief executive officer, James D. Robinson III|||Aside from working with Mr. Robinson on the American Express advertising account for about 11 years, Mr. Roman serves on several of the same charities and boards as Mr. Robinson
Contingency|||He asked me not to resign|||The implication that I was pushed aside wouldn't be accurate
Contingency|||And some analysts questioned whether Mr. Phillips would have the skills Ogilvy needs to turn the agency around|||its flagship New York office has had a dismal track record recently
Contingency|||it has won few new accounts while losing big ones, including Maxwell House|||I think {Mr.
Contingency|||{Mr.|||they need creative leadership, and I don't think they have it
Contingency|||that having Mr. Phillips succeed Mr. Roman would make for a smooth transition|||Graham Phillips has been there a long time, knows the culture well, is aggressive, and apparently gets along well with" Mr. Sorrell
Contingency|||Graham Phillips has been there a long time, knows the culture well, is aggressive, and apparently gets along well with" Mr. Sorrell|||It's probably a reasonable transition
Contingency|||The decision to accept Credit Agricole's bid, valued at 283.3 billion lire ($207.4 million), came after a stormy weekend meeting|||Nuovo Banco's second largest shareholder, the Fiat S.p.
Contingency|||Nuovo Banco's second largest shareholder, the Fiat S.p.|||Gemina, which owns 13.26% of Nuovo Banco, abstained in the final vote on Credit Agricole, which was nonetheless approved by a majority of shareholders
Contingency|||It's an extremely complex market, and you have to be prepared to make a big commitment|||We are not trying to encourage everyone
Contingency|||Mr. Gorbachev's moves to break up the government's foreign trade monopoly have created uncertainties as well as opportunities|||Changing legislation has opened the field to thousands of inexperienced Soviet players, many who promise more than they can deliver
Contingency|||But the current Soviet purchasing spree may be a one-time affair|||The goal of most U.S. firms -- joint ventures -- remains elusive
Contingency|||A lot of observers think so, and, if they're right, the whole economy as well as the spendthrifts among us could be hurt|||A sudden, forced cutback by consumers would damp the economy at a time when plant-and-equipment spending is slowing and deficit-racked governments can't readily take up the slack
Contingency|||that consumers, conservative as ever, are already clutching their purses a bit more tightly|||In July, consumer installment credit outstanding fell for the first time since January 1987
Contingency|||Once production hurdles are overcome, the chips could take over a significant part of the market|||In addition to not needing an outside power source, they are potentially cheaper to make because they require fewer manufacturing steps than conventional chips
Contingency|||The Maidenform name "is part of American pop culture|||Maidenform generated such memorable campaigns as "I dreamed I . . . in my Maidenform bra," and "The Maidenform woman.
Contingency|||The intimate apparel industry is perceived to be a growth industry and clearly {Maidenform} is a force to be reckoned with|||Although working women are "forced to wear the uniform of the day, to retain their femininity they are buying better quality, more upscale intimate apparel
Contingency|||It is fun competing as a private company|||You can think long range
Contingency|||The company could command a good price in the market|||Over the past three and a half years, apparel companies, many of whom have strong brand names, have been bought at about 60% of sales
Contingency|||While the company has always been family-run, Mr. Brawer isn't the first person to marry into the family and subsequently head Maidenform|||Mrs. Coleman's husband, Joseph, a physician, succeeded Mrs. Rosenthal as president and served in that post until his death in 1968
Contingency|||But it was clear that for the time being, the board wants the company to return to normalcy|||it concluded that "the welfare of the company, its shareholders, its employees and the broader public . . . can best be enhanced by continued development of UAL as a strong, viable, independent company
Contingency|||For a brief time, the buy-out effort seemed to solve his problems with United's pilot union|||In return for an ownership stake in the company, the pilots were willing to agree to a seven-year contract that included a no-strike clause and significant wage concessions and productivity gains the union previously resisted
Contingency|||The machinists previously had shown themselves to be an ally to Mr. Wolf, but he lost much of his credibility with that group when he teamed up with the pilot union|||The machinists criticized the terms Mr. Wolf and management received in the buy-out
Contingency|||His credibility is also on the line in the investment community|||Until the collapse of this bid, Mr. Wolf was regarded as one of the nation's savviest airline executives after engineering turnarounds of Tiger International Inc. and Republic Airlines
Contingency|||While people within Daiwa, particularly internationalists, expected that Mr. Dozen, 52, would eventually become Daiwa's president, the speed of his promotion surprised many|||It was only earlier this year that the jovial, easygoing executive was appointed deputy president
Contingency|||But he couldn't sell any|||Japanese stock salesmen selling American bonds
Contingency|||He was constantly picking up new things to fill out his experience|||he is very well-balanced
Contingency|||But it Mr. Dozen's experience as a salesman that enabled him to gain the political support -- particularly from the retail sales force -- to accede to the presidency|||Commission income from domestic stock and bond sales accounts form a large portion of Japanese securities companies' earnings
Contingency|||If Mr. Dozen has a weakness, it may be his golf game|||He digs in the sand instead of hitting the ball, like a farmer
Contingency|||Bond investors have been watching stocks closely|||When you get a big sell-off in equities, money starts to shift into bonds
Contingency|||On the other hand, we have economic news that is {expected to be} relatively positive for the bond market|||We will go back and forth with a tilt toward slightly lower yields
Contingency|||the issue was oversubscribed|||It's a segmented market, and if you have a good, strong credit, people have an appetite for it
Contingency|||Part of the reason for the heavy activity in derivative markets is that underwriters are repackaging mortgage securities being sold by thrifts|||thrifts have stepped up their mortgage securities sales as the bond market has risen in the past two weeks
Contingency|||A $137.6 million Maryland Stadium Authority sports facilities lease revenue bond issue appeared to be off to a good start|||The issue was oversubscribed and "doing very well," according to an official with lead underwriter Morgan Stanley
Contingency|||The turnaround in the dollar fueled bearish sentiment about Japan's bond market|||The benchmark No. 111 4.6% bond due 1998 ended on brokers' screens at a price of 95.39, off 0.28
Contingency|||and she was adamant about his attending|||I threw such a fit
Contingency|||Today, it's obvious that the brawny, six-foot, one-inch musician made the right choice|||At 31, Mr. McDuffie has a rich, full-bodied tone, an admirable rhythmic precision and an increasingly busy schedule
Contingency|||In my freshman year, my roommate was known as a party animal|||She thought I wasn't getting my practicing done
Contingency|||She thought I wasn't getting my practicing done|||his grandmotherly looking teacher "put her hands on her hips, stomped her foot and said, `You've just got to get the {expletive deleted} out of there
Contingency|||That's the most important experience I've had with any teacher because she taught me how to listen|||Now, when I play with orchestras, the musicians often compliment me on my intonation
Contingency|||If a conductor is sensitive enough to bring down the orchestra {volume} at that point, it makes the piece magical|||I don't know why Barber never told anybody else
Contingency|||Even when I hear it played badly, I'm still humbled by the piece|||If I could ever feel I've contributed to it in some way, then all the hard work has been worth it
Contingency|||Developers are also forming more joint ventures with pension funds and insurance companies that can finance big projects|||The builders are more willing to give up some equity and rely on management and consulting fees to stay afloat in the soft market
Contingency|||The builders are more willing to give up some equity and rely on management and consulting fees to stay afloat in the soft market|||Developers are teaming up with institutions often acting as project managers
Contingency|||Real estate firms are also using their alliances with financial institutions to amass acquisition funds|||Why should you beat your brains out fighting the environmentalists, the neighborhood groups, dealing with traffic mitigation, sewers and fighting city hall, then try to convince a lender to lend you money in an overbuilt market when you can get pension fund money, buy a portfolio, sell off pieces off it and play your own game
Contingency|||that when it comes to distressed properties, finding diamonds in the rough isn't easy|||The level of interest in the RTC's properties has been greater than expected, and has come from larger companies than initially anticipated
Contingency|||Finding pension funds and other sources willing to invest is a high priority|||A theme of the Urban Land conference will be `take a pension fund manager to lunch
Contingency|||Lifestyles of the Rich and Famous" may be visiting some new venues in the near future|||Judge Robert ("Maximum Bob") Potter sentenced Jim Bakker to 45 years in the big house yesterday, while a Beverly Hills judge tucked away Zsa Zsa Gabor for three days, plus 120 hours of work with homeless women
Contingency|||Red tape is the bugaboo of small business|||Ironically, the person who wants to run his or her own business is probably the active, results-oriented sort most likely to hate meeting the rules and record-keeping demands of federal, state and local regulators
Contingency|||the red tape they most love to hate is red tape they would also hate to lose|||that much of the government meddling that torments them is essential to the public good, and even to their own businesses
Contingency|||But the ever-changing laws are usually so complicated and confusing that "you need professionals to help you|||you can't do it yourself
Contingency|||Complying with these is enough to make business owners look forward to their own pension days|||Yearly changes in federal benefit laws force small businesses to repeatedly re-evaluate and redesign existing plans
Contingency|||To justify their exempt status and avoid penalties, these businesses must show once a year that each and every transaction on which they didn't pay sales tax was a legitimate business expense|||You need one person to just take care of sales tax
Contingency|||about the unraveling of UAL takeover plans on the train into work yesterday morning|||it would be a while longer before UAL resumed trading like a regular airline stock after months of gyrations
Contingency|||The news told them it would be a while longer before UAL resumed trading like a regular airline stock after months of gyrations|||When Mr. Jacobson walked into the office at 7:30 a.m. EDT, he announced: "OK, buckle up
Contingency|||and immediately spotted trouble|||Already entered in the Big Board's computers and transmitted to their post were sell orders for 65,000 UAL shares
Contingency|||But yesterday, the heavy trading action eventually consumed not only Messrs.|||About 30 floor traders crammed near the UAL post most of the day
Contingency|||the Jacobson specialists made no predictions about how trading might go today|||It all starts all over again" today
Contingency|||that American children, on the whole, are among the most undisciplined in the world, making any attempt at improvements in the mode of education potentially unsuccessful|||Unless parents and educators alike start to develop more discipline in children, all the worthy concern, discussions and actions will not solve the problem
Contingency|||which was ignited by tax cuts and loose credit policies in 1986 and 1987|||Officials fear that any loosening this year could rekindle inflation or further weaken the pound against other major currencies
Contingency|||Still, Britain's current slump is a cause for concern here|||Compared with the major economies on the Continent, the U.K. faces both higher inflation and lower growth in the next several months
Contingency|||the big deficit reflects the slipping competitive position of British industry|||When the country gets wealthier, we tend to buy high-quality imports
Contingency|||Mr. Bush has long campaigned for passage of a bill or a constitutional amendment that would explicitly give him a line-item veto|||that such presidential power is necessary to rein in congressional spending
Contingency|||but simply to assert that the Constitution already implicitly gives him the power to exercise a line-item veto|||Such an assertion most likely would bring about a court challenge from Congress that would clarify whether a president already has such power
Contingency|||that would require rate increases of only 4.8% annually for seven years|||The state of New Hampshire has favored that plan
Contingency|||this was because hefty fare increases earlier in the year scared off many leisure travelers this summer|||To try to combat the traffic slowdown, airlines started reducing fares
Contingency|||To try to combat the traffic slowdown, airlines started reducing fares|||average fares rose only 1.7% in August, in contrast to increases of 16% each in February and March
Contingency|||The new gritty game became a money maker for Wall Street's once austere old-name houses|||Inco paid Morgan an advisory fee of about $250,000, a paltry figure by today's measures
Contingency|||The new goal of the Voting Rights Act -- more minorities in political office -- is laudable|||For the political process to work, all citizens, regardless of race, must feel represented
Contingency|||But racial gerrymandering is not the best way to accomplish that essential goal|||It is a quick fix for a complex problem
Contingency|||several members of New York's sitting City Council represent heterogeneous districts that bring together sizable black, Hispanic, and non-Hispanic white populations|||To win their seats on the council, these political leaders have had to listen to all the voices in their district and devise public policies that would benefit all
Contingency|||In Birmingham, which is 57% black, whites are the minority|||Insisting that they are protected by the Voting Rights Act, a group of whites brought a federal suit in 1987 to demand that the city abandon at-large voting for the nine member City Council and create nine electoral districts, including four safe white districts
Contingency|||but in June the Justice Department approved a districting plan for Birmingham that carves out three white-majority districts and six black-majority districts|||Richard Arrington, Birmingham's black mayor, lamented the consequences
Contingency|||that a representative's duty was to speak not for the narrow interests of one group but instead for the common good|||Large, heterogeneous election districts would encourage good government because a representative would be compelled to serve the interests of all his constituents and be servile to none
Contingency|||Like Lebanon, and however unfairly, Israel is regarded by the Arab world as a colonial aberration|||Its best hope of acceptance by its neighbours lies in reaching a settlement with the Palestinians
Contingency|||Its best hope of acceptance by its neighbours lies in reaching a settlement with the Palestinians|||Like Lebanon, Israel is being remade by demography
Contingency|||In Greater Israel more than half the children under six are Muslims|||Within 25 years Jews will probably be the minority
Contingency|||Unlike the Maronites, Israel's Jews will not let themselves become the weakest force in a system of private armies|||Jerusalem will become Belfast before it becomes Beirut
Contingency|||These rate indications aren't directly comparable|||lending practices vary widely by location
Contingency|||Buying activity Tuesday centered on a wide range of midcapitalization, domestic demand-related shares whose prices range from 1,000 to 2,000 yen|||Investors expect these shares will be targets of investment trust funds
Contingency|||Share prices on the Frankfurt stock exchange closed sharply lower in thin dealings as worried investors remained idle as the result of two potentially destabilizing domestic developments|||The DAX index fell 15.85 to end at 1507.37
Contingency|||the market was exceptionally thin, as small investors remain on the sidelines|||investors are not only licking their wounds following the turbulence last week, but they have also been made nervous by two events in West Germany
Contingency|||On Sunday, the governing Christian Democratic Union suffered a series of setbacks in municipal elections in Baden-Wuerttemberg|||investors are worried that the CDU won't be able to hold office in federal elections at the end of 1990
Contingency|||And statements by the chairman of the IG Metall labor union, Franz Steinkuehler, also cast a cloud over trading|||Mr. Steinkuehler said at a convention in West Berlin that the union has to prepare for "a big fight" to achieve its main goal of a 35-hour workweek, down from current 37-hour workweek
Contingency|||But domestic consumer sales slipped 1.2% for the quarter, to $490 million from $496 million|||softness in the retail health and beauty aids category, "as well as the intense competition in the company's sanitary protection product line
Contingency|||and investors applauded the move|||In composite trading on the New York Stock Exchange, Norfolk Southern shares closed at $37.875, up $1.125
Contingency|||Moreover, the extensive program in effect establishes a floor for the stock price|||The buy-back "is really a comfort to those who want to buy the stock that there is a {price} floor
Contingency|||The buy-back "is really a comfort to those who want to buy the stock that there is a {price} floor|||At a certain price, if the management thinks {the stock} is cheap, they can go in and buy it
Contingency|||When the good fairy assigned to Slovakia hovered over the cradle of Edita Gruberova many years ago in Bratislava, she sprinkled her with high E flats, sparkling Ds, clean trills, and coloratura ornaments silvery as magic dust|||Maybe she could drop by at the Metropolitan Opera and bring along what she forgot, a little charm, a few smidgins of thespian skills and a nice wig
Contingency|||But as you may know, things are not going well for Violetta|||There are times when she must show a little emotion
Contingency|||There are times when she must show a little emotion|||She has TB, after all, and a weak-kneed lover
Contingency|||They have a life of their own and can be counted on to look good and perform whenever a cast isn't up to either|||If a strike ever hits the Met, the company can still sell tickets to his "Boheme" and "Turandot
Contingency|||I wish he could wear lifts in his voice|||Not nearly in his best form, the tenor made dullish sounds along with his usual clumsy hand gestures
Contingency|||In an invention that drives Verdi purists bananas, Violetta lies dying in bed during the prelude, rising deliriously when then she remembers the great parties she used to throw|||The entire opera is her dream
Contingency|||Di Provenza" wasn't much of an advertisement for sunny, southern France|||Perhaps Mr. Kleiber could let him substitute one of the songs about dead children and dark nights from Mahler's "Kindertotenlieder
Contingency|||Speaking of dark nights, the Met's next-door neighbor, the New York City Opera, has canceled its season after failing to reach a settlement with its musicians, who wanted pay parity with the the Chicago Lyric and San Francisco Opera orchestras|||Well, they can now go and audition there
Contingency|||Good luck|||Common sense suggests that people who play for a company that charges about half what those houses do for a ticket are not in the same market
Contingency|||The cancellation bodes poorly for a company already beset with an identity crisis exacerbated by the retirement of general director Beverly Sills and the amazing appointment of Christopher Keene as her successor after his years of feckless toiling in the pit|||it is nearly impossible to recapture subscribers once they have had time to ponder their entertainment choices
Contingency|||and even better, the Czech soprano Gabriela Benackova|||She was in her most radiant, expressive voice
Contingency|||She was in her most radiant, expressive voice|||Maybe she could step across the plaza to the Met and help out her Czech compatriot by singing the slow parts of "Traviata
Contingency|||that many small investors in Belgium store securities privately, in some cases to avoid paying high inheritance taxes|||The law could redound to the advantage of brokers and banks, who incur high administrative costs to deliver securities to investors
Contingency|||Drugs were a major issue in two days of talks between French President Francois Mitterrand and Spanish Prime Minister Felipe Gonzalez|||I demand the utmost severity in the fight against drug traffickers
Contingency|||Mr. Castaneda's office will reportedly issue warrants during the next six months for the arrest of another 10,000 federal employees|||Those employees are suspected of illegally gaining an estimated $376.8 million
Contingency|||Still, with competitors such as Eastman Kodak Co. faltering in copier sales, Xerox's sales increases "were encouraging|||They are holding their own in a weak market, and the restructuring is working
Contingency|||It certainly won't get there on looks|||Compared to the Red Delicious, the exemplar of apple pulchritude, the Fuji is decidedly more dowdy -- generally smaller, less-perfectly shaped, greenish, with tinges of red
Contingency|||The Delicious hegemony won't end anytime soon|||New apple trees grow slowly, and the Red Delicious is almost as entrenched as mom
Contingency|||But I'm going to lose $50,000 to $60,000 on it|||I'm going to have to get another job this year just to eat
Contingency|||Though growers can't always keep the worm from the apple, they can protect themselves against the price vagaries of any one variety by diversifying|||I've ripped out a lot of Delicious" and grafted the trees with many different shoots
Contingency|||I've ripped out a lot of Delicious" and grafted the trees with many different shoots|||I've got 70 kinds of apples
Contingency|||scowls and throws it down|||It's a real dog
Contingency|||and stores are expanding shelf space for unconventional, but tastier, and often pricier, apples|||Rather than sell 39-cents-a-pound Delicious, maybe we can sell 79-cents-a-pound Fujis
Contingency|||Japanese researchers have bred dozens of strains of Fujis to hone its color, taste and shelf life|||Now the best of them age as gracefully as Grannies, the industry's gold standard for storability
Contingency|||that he could sell Fujis to Taiwan buyers at $40 a box if he had them|||Taiwan already is a big importer of Fujis from other places
Contingency|||Then, as growers bred them more for looks, and to satisfy supermarket chains' demands of long-term storage, the Red went into decline|||Now, those red applelike things stores sell in summer are fruitbowl lovely, but usually not good eating
Contingency|||Boston Safe Deposit's performance has been hurt this year by a mismatch in the maturities of its assets and liabilities|||The mismatch exposed the company to a high degree of interest-rate risk, and when rates moved unfavorably -- beginning late last year and continuing into this year -- "it cost them
Contingency|||that Boston Safe Deposit "has taken some actions to better control asset-liability management and improve controls in general|||As some securities mature and the proceeds are reinvested, the problems ought to ease
Contingency|||the problems in the securities portfolio stem largely from positions taken last year|||The company's current management found itself "locked into this
Contingency|||Needless to say, he was talking about RICO|||that the law currently holds too many incentives for abuse by prosecutors
Contingency|||that Justice's prosecutions of Drexel Burnham Lambert, Michael Milken and Princeton/Newport violated notions of fundamental fairness|||Justice is attempting to avoid a replay of these tactics
Contingency|||that pre-trial freezing of assets is tantamount to a seizure of property without due process|||prosecutors not to seek forfeitures if there are "less intrusive" alternatives, such as bonds, and in any case not to seek forfeitures "disproportionate to the defendant's crime
Contingency|||These changes come a tad late for Princeton/Newport, the first RICOed securities firm|||It was forced into liquidation before trial when investors yanked their funds after the government demanded a huge pre-trial asset forfeiture
Contingency|||for the firm, the liquidation was sentence first, verdict later|||Prosecutors wanted $23.8 million in forfeiture for alleged tax fraud of some $400,000
Contingency|||So two cheers for the new rules|||Justice has finally recognized its employees' abuses, thanks largely to the demands for reform by former U.S. attorney in Washington Joseph diGenova, who wants to salvage RICO for real criminals
Contingency|||and yet RICO defenders "tell us that we should rely on prosecutorial discretion to protect against overbreadth of RICO|||No prosecutorial guidelines, observed or unobserved, limit civil RICO cases by plaintiffs for damages
Contingency|||and budget gimmicks and deceptive management in particular|||As we will see, many of these obligations don't show up as part of the federal deficit
Contingency|||Although external events have contributed to the morass, the principal causes of the current crisis are internal and generic to all programs|||To reduce the risks while still retaining the legitimate benefits these programs can provide, credit policy must: 
Contingency|||For example, legal restrictions on interstate banking once inhibited the supply of credit to the agricultural sector|||Farm lending was enacted to correct this problem by providing a reliable flow of lendable funds
Contingency|||For example, student loans currently attempt to subsidize college attendance and mitigate problems created by the fact that students' future earnings are not accepted as collateral|||The program provides highly subsidized loans to any student whose family earns less than a particular amount
Contingency|||Borrowers' incentives are equally skewed|||Since the government has a dismal record of collecting bad debts, the costs to the borrower of defaulting are usually low
Contingency|||Since the government has a dismal record of collecting bad debts, the costs to the borrower of defaulting are usually low.|||Simple policy prescriptions in this case would be to improve debt collection (taking the gloves off contracted collection agencies) and to deny new credit to defaulters
Contingency|||Simple policy prescriptions in this case would be to improve debt collection (taking the gloves off contracted collection agencies) and to deny new credit to defaulters|||These provisions would be difficult to enforce for a program intended to provide a subsidy, but would be reasonable and effective devices for programs that attempt to offset market imperfections
Contingency|||Loan guarantees don't appear at all until the borrower defaults, so new guarantees do not raise the deficit, even though they create future liabilities for the government|||By converting an expenditure or loan to a guarantee, the government can ensure the same flow of resources and reduce the current deficit
Contingency|||By converting an expenditure or loan to a guarantee, the government can ensure the same flow of resources and reduce the current deficit|||Predictably, guarantees outstanding have risen by $130 billion since 1985, while direct loans outstanding have fallen by $30 billion
Contingency|||This figure could be estimated using techniques employed by private lenders to forecast losses, or determined by selling loans to private owners (without federal guarantees)|||Neither technique is perfect, but both are better than the current system, which misstates the costs of new credit programs by amounts that vary substantially and average about $20 billion annually, according to the Congressional Budget Office
Contingency|||but both are better than the current system|||A budget that reflected the real costs of lending would eliminate incentives to convert spending or lending programs to guarantees and would let taxpayers know what Congress is committing them to
Contingency|||Many agencies roll over their debt, paying off delinquent loans by issuing new loans, or converting defaulted loan guarantees into direct loans|||In any case, they avoid having to write off the loans
Contingency|||The administration of federal credit should closely parallel private lending practices, including the development of a loan loss reserve and regular outside audits|||Establishing these practices would permit earlier identification of emerging financial crises, provide better information for loan sales and budgeting decisions, and reduce fraud
Contingency|||Next year "looks dismal|||Noting that Cray doesn't have a low-end supercomputer to compete with the likes of Convex Computer Corp. and International Business Machines Corp. such a machine would be necessary "to get things back on line here
Contingency|||P&G's Always sanitary napkin, sold under the Whisper name in Japan, has firmly established itself as a leading brand|||P&G will expand its personal-care product line in Japan to "continue that momentum
Contingency|||Some highly publicized cases involving RICO TROs have been the subject of considerable criticism in the press, because of a perception that pre-trial freezing of assets is tantamount to a seizure of property without due process|||In order to ensure that the rights of all interested parties are protected, the Criminal Division has instituted the following requirements to control the use of TROs in RICO prosecutions
Contingency|||In deciding whether forfeiture (and, hence, a TRO) is appropriate, the Section will consider the nature and severity of the offense|||the government's policy is not to seek the fullest forfeiture permissible under the law where that forfeiture would be disproportionate to the defendant's crime
Contingency|||everyday pricing in the current environment doesn't work|||Sears is likely to be unsuccessful if it continues with its pricing policy when everyone else is offering unusual values
Contingency|||But now, Charlie Brown is about to start pitching everything from Chex Party Mix to light bulbs|||Why is he cashing in now
Contingency|||it's very scrupulous with the contracts it hands out|||We're not interested in promoting every single product that comes along
Contingency|||The British conglomerate, planning its own defensive restructuring to fight off a #13.35 billion ($21.03 billion) takeover bid by Anglo-French financier Sir James Goldsmith, intends to press ahead with an extraordinary shareholder vote today to clear the way for its value-boosting measures|||If anything, the gyrations in world stock markets since last Friday's sharp Wall Street sell-off have increased the likelihood of shareholder approval for the restructuring
Contingency|||Investors in B.A.T have been on a roller coaster|||B.A.T has been London's best-performing blue chip over the past six months, up 40% against a 4% rise in the Financial Times 100-Share Index.
Contingency|||the market gyrations could delay the actions well into the second half|||We aren't forced sellers
Contingency|||We aren't forced sellers|||We don't have an absolute deadline
Contingency|||jitters over prospects for junk-bond financing and U.S. leverage buy-outs are making investors more skeptical about Sir James's prospects|||His initial offer indicated he needed to raise as much as 80% of the takeover financing through the debt markets
Contingency|||AMR's earnings decline comes a year after the parent company of American Airlines and the rest of the airline industry set profit records|||Some analysts say the latest results only seem pale by comparison with a spectacular second half of 1988
Contingency|||Still, AMR's stumble doesn't bode well for the rest of the industry|||The Fort Worth, Texas, company is generally regarded as one of the best-run in the business
Contingency|||The business turned faster than expected|||Costs are giving them a little bit of trouble, and the whole industry is having a pricing problem
Contingency|||The most popular plays of the day were insurance companies such as General Re Corp., which rose $2.75 to $86.50, Nac Re Corp., up $2 to $37.75, American International Group Inc., up $3.25 to $102.625, and Cigna Corp., up 87.5 cents to $62.50|||insurers will use the earthquake as an excuse to raise insurance rates, ending their long price wars
Contingency|||Pacific Telesis Group lost 62.5 cents to $44.625|||A computer failure delayed its earnings announcement, and some investors think it might have extra costs to repair damaged telephone lines
Contingency|||Cracking the top 10 within three years will be difficult at best|||Della Femina had billings of just $660 million last year and ranked as the U.S.'s 24th-largest ad agency
Contingency|||The merged company that it now becomes part of will have billings of just more than $2.6 billion -- most of that in Europe -- bringing it to about 14th world-wide|||To make it to top-10 status, it would have to leapfrog over such formidable forces as Grey Advertising, D'Arcy Masius Benton & Bowles and Omnicom's DDB Needham
Contingency|||Late yesterday afternoon, DDB Needham executives were scrambling to figure out what to do about a new business presentation that had been scheduled for today|||DDB Needham's office building may have sustained structural damage
Contingency|||DDB Needham's office building may have sustained structural damage|||All operations have stopped
Contingency|||that the mayor of Charleston complained bitterly about the federal bureaucracy's response to Hurricane Hugo|||The sense grows that modern public bureaucracies simply don't perform their assigned functions well
Contingency|||Avondale was notified by Louisiana officials in 1986 that it was potentially responsible for a cleanup at an oil-recycling plant|||Avondale asked Travelers to defend it in the state proceeding, but the insurer didn't respond
Contingency|||that while other appeals courts have ruled differently on whether cleanup costs are damages, the influence of the appeals court in New York "will make insurers sit up and listen|||the decision was the first in which a federal appeals court has ruled whether administrative government proceedings qualify as litigation
Contingency|||The single most important contribution the government could make now to help the poor is to get the specter of drugs out of their neighborhoods|||If that takes money, take it away from this discredited federal department
Contingency|||Rep. Oakar, a Democrat from Cleveland, wants a $6.9 million grant so Cleveland can build an 18-story Rock and Roll Hall of Fame|||it'd create 600 jobs and bring Cleveland tourist revenue
Contingency|||the gentlelady is making an important statement|||The implication that if a congressman calls about a project in his district there's something wrong is most unfortunate
Contingency|||Decent life in the inner cities won't be restored unless the government reclaims the streets from the drug gangs|||Until then, the billions HUD spends on inner-city housing simply is wasted
Contingency|||Wall Street is seething over the rules|||The provisions could further cool the takeover boom that has been the driving force behind the bull market in stocks for much of the 1980s
Contingency|||You see these in just about every LBO|||It becomes a source of cash" for the company making the LBO because it gets a deduction and doesn't have to repay the debt for several years
Contingency|||But that rule is being virtually overlooked by Wall Street, which is concentrating on coping with the deduction issue|||Prices for LBOs have to come down if you don't have that feature
Contingency|||One possible solution for Wall Street is to increase the equity part of the transaction -- that is, give lenders a bigger stake in the surviving company rather than just interest payments|||That would force the buy-out firm and the target company's management to reduce their level of ownership
Contingency|||Another solution is for firms to use convertible bonds that sell at a discount|||they wouldn't fall under the junk-bond category that would lose its deductibility
Contingency|||There's no question it will make LBOs more expensive|||The interest deduction was the engine that made these things more productive
Contingency|||The move by IBM wasn't exactly a surprise|||The company has spent some $5 billion over the past 3 1/2 years to buy back 42 million common shares, or roughly 7% of those outstanding
Contingency|||In the short term, the move is likely to have little effect|||At yesterday's closing price, $1 billion would buy back about 10 million shares, or less than 2% of the roughly 580 million outstanding
Contingency|||The unprecedented transfer of accounts underscored the options industry's desire not to have its credibility tarnished by potentially widespread trading defaults on Monday|||The CBOE, American Stock Exchange, Options Clearing Corp. and Stephen Fossett, owner of Fossett, joined in putting up $50 million to guarantee the accounts at First Options
Contingency|||But this quake wasn't the big one, the replay of 1906 that has been feared for so many years|||Despite the tragic loss of more than 270 lives, and damage estimated in the billions, most businesses and their plants and offices in the Bay area weren't greatly affected
Contingency|||nearly all the network's computer switches, which move thousands of calls a minute from one location to another, changed to battery power when the city lost power|||The battery packs have enough power for only three hours, but that gave emergency crews time to turn on an emergency system that runs primarily on diesel fuel
Contingency|||That's because the widely used fiber-optic cable has been installed underground with 25 extra feet of cable between junction points|||The slack absorbs the pulling strain generated by an earthquake
